work_id,mp_name,state,district,constituency,work_title,work_category,work_description,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,sanctioned_amount,estimated_cost,actual_expenditure,physical_progress,financial_progress,latitude,longitude,village,ward,beneficiary_area,implementing_agency,vendor,last_update_date,completion_certificate,utilization_certificate,audit_certificate,photo_available,asset_register_entry,data_source
MPLAD-UT-2024-0111,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Installation of Solar Dual Pump Tube Well at Ram Mandir,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-01-22,2024-02-14,2024-03-09,2024-08-09,,IN_PROGRESS,955000.0,955000.0,744900.0,75.6,78.0,25.334177,82.975802,Gram Market Yard,Ward 5,Varanasi Block 3,Zila Parishad Engineering Wing,Registered Contractor V-146 Pvt Ltd,2026-08-01,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0112,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Construction of Community Welfare Center at Navodaya Vidyalaya,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-01-23,2024-03-19,2024-04-20,2024-08-12,,IN_PROGRESS,2936000.0,2936000.0,1194952.0,42.3,40.7,12.310018,76.624282,Gram Panchayat Bhavan,Ward 4,Mysuru Block 4,Gram Panchayat Works Division,Registered Contractor V-152 Pvt Ltd,2026-07-27,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0113,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-02-29,2024-04-27,2024-05-28,2024-10-16,,IN_PROGRESS,641000.0,641000.0,144866.0,27.7,22.6,12.337814,76.702963,Gram Ambedkar Nagar,Ward 29,Mysuru Block 5,District Urban Development Agency (DUDA),Registered Contractor V-119 Pvt Ltd,2026-07-31,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0114,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Covered Drain Construction from Main Chowk to Gandhi Park,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-19,2024-06-17,2024-07-25,2025-02-07,2025-02-24,COMPLETED,711000.0,711000.0,688825.41,100.0,100.0,21.179971,79.03735,Gram Railway Crossing,Ward 27,Nagpur Block 1,District Urban Development Agency (DUDA),Registered Contractor V-121 Pvt Ltd,2025-01-26,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0115,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Laying of Interlocking Tile Road at Shivaji Nagar Sector 15,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-03-28,2024-05-27,2024-06-11,2024-11-24,,IN_PROGRESS,1454000.0,1454000.0,1264980.0,83.0,87.0,12.221464,76.620999,Gram Railway Crossing,Ward 6,Mysuru Block 5,Public Health Engineering Department (PHED),Registered Contractor V-175 Pvt Ltd,2026-07-17,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0116,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Construction of Community RO Water Filtration Plant at Gandhi Park,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-07-07,2024-08-03,2024-08-24,2024-11-24,,IN_PROGRESS,919000.0,919000.0,449391.0,50.1,48.9,25.322864,82.985861,Gram Navodaya Vidyalaya,Ward 28,Varanasi Block 6,Gram Panchayat Works Division,Registered Contractor V-174 Pvt Ltd,2026-08-04,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0117,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,Covered Drain Construction from Main Chowk to Primary Health Center,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-02,2024-05-22,2024-06-22,2024-11-07,2024-11-21,COMPLETED,580000.0,580000.0,603833.78,100.0,100.0,26.945665,75.767108,Gram Shastri Colony,Ward 25,Jaipur Block 6,Public Works Department (PWD) Rural,Registered Contractor V-172 Pvt Ltd,2024-10-31,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0118,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 21",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-05-31,2024-07-09,2024-07-31,2025-02-26,,IN_PROGRESS,883000.0,883000.0,452096.0,38.9,51.2,12.313017,76.665369,Gram Govt Hospital,Ward 4,Mysuru Block 5,Public Works Department (PWD) Rural,Registered Contractor V-136 Pvt Ltd,2026-06-17,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0119,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Development of Multipurpose Cultural Hall, Ward 17",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-01-20,2024-02-27,2024-04-12,2024-10-10,2024-11-05,COMPLETED,2379000.0,2379000.0,2452880.64,100.0,100.0,26.871209,80.94157,Gram Bus Stand,Ward 27,Lucknow Block 5,Public Works Department (PWD) Rural,Registered Contractor V-138 Pvt Ltd,2024-09-24,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0120,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Construction of Community RO Water Filtration Plant at Ram Mandir,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-07-17,2024-09-12,2024-10-04,2025-02-02,2025-02-01,COMPLETED,872000.0,872000.0,912976.54,100.0,100.0,12.285922,76.57944,Gram Primary Health Center,Ward 23,Mysuru Block 4,Gram Panchayat Works Division,Registered Contractor V-179 Pvt Ltd,2025-01-15,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MH-2024-0121,Hon. Member of Parliament (Jaipur Parliamentary),Maharashtra,Pune,Pune Parliamentary,"Construction of 2 Additional Classrooms in Govt High School, Kothrud",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-04-23,2024-06-12,2024-07-12,2025-01-01,2025-01-06,IN_PROGRESS,4200000.0,4200000.0,2100000.0,50.0,50.0,26.922047,75.797055,Gram Shastri Colony,Ward 19,Jaipur Block 2,Zila Parishad Engineering Wing,Registered Contractor V-121 Pvt Ltd,2026-08-01,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0122,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Govt Hospital",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-08-11,2024-09-25,2024-11-04,2025-04-06,2025-03-24,COMPLETED,1860000.0,1860000.0,1910031.66,100.0,100.0,26.880855,75.787484,Gram Main Chauraha,Ward 11,Jaipur Block 3,Public Works Department (PWD) Rural,Registered Contractor V-105 Pvt Ltd,2025-03-26,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0123,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Installation of Solar Dual Pump Tube Well at Shivaji Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-03-19,2024-04-20,2024-05-30,2024-09-11,2024-10-07,COMPLETED,627000.0,627000.0,637765.63,100.0,100.0,26.835744,80.890231,Gram Shivaji Nagar,Ward 11,Lucknow Block 3,Zila Parishad Engineering Wing,Registered Contractor V-160 Pvt Ltd,2024-08-26,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0124,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Installation of Decentralized Solid Waste Management Unit at Ram Mandir,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-05-20,2024-06-29,2024-07-16,2024-12-04,,IN_PROGRESS,750000.0,750000.0,233250.0,36.1,31.1,18.539142,73.803006,Gram Bus Stand,Ward 15,Pune Block 3,Public Health Engineering Department (PHED),Registered Contractor V-155 Pvt Ltd,2026-07-31,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0125,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Covered Drain Construction from Main Chowk to Panchayat Bhavan,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-03-16,2024-04-28,2024-06-04,2024-10-02,2024-10-16,COMPLETED,771000.0,771000.0,772554.61,100.0,100.0,12.307431,76.613203,Gram Shivaji Nagar,Ward 4,Mysuru Block 6,Zila Parishad Engineering Wing,Registered Contractor V-102 Pvt Ltd,2024-09-27,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0126,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-02-13,2024-04-03,2024-04-22,2024-09-17,,IN_PROGRESS,740000.0,740000.0,444740.0,61.3,60.1,12.299849,76.645349,Gram Kisan Mandi,Ward 8,Mysuru Block 6,Public Works Department (PWD) Rural,Registered Contractor V-129 Pvt Ltd,2026-07-24,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0127,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,Installation of Decentralized Solid Waste Management Unit at Panchayat Bhavan,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-08-31,2024-10-26,2024-11-13,2025-02-18,,IN_PROGRESS,570000.0,570000.0,427500.0,79.2,75.0,26.27483,73.030113,Gram Hanuman Chowk,Ward 22,Jodhpur Block 2,District Urban Development Agency (DUDA),Registered Contractor V-110 Pvt Ltd,2026-07-24,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0128,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Installation of Decentralized Solid Waste Management Unit at Shivaji Nagar,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-05-05,2024-06-02,2024-07-03,2024-11-23,,IN_PROGRESS,718000.0,718000.0,201040.0,28.5,28.0,25.308182,83.026017,Gram Govt Hospital,Ward 27,Varanasi Block 1,Public Health Engineering Department (PHED),Registered Contractor V-108 Pvt Ltd,2026-07-16,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0129,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Upgradation and Tarring of Rural Link Road near Panchayat Bhavan,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-07,2024-07-31,2024-09-01,2024-12-07,,IN_PROGRESS,1268000.0,1268000.0,628928.0,32.1,49.6,18.505222,73.844719,Gram Kisan Mandi,Ward 21,Pune Block 6,Public Health Engineering Department (PHED),Registered Contractor V-145 Pvt Ltd,2026-06-28,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0130,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Development of Science Laboratory & Smart Classroom at Market Yard,School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-04-15,2024-05-10,2024-06-15,2024-12-06,,IN_PROGRESS,1820000.0,1820000.0,926380.0,34.0,50.9,26.897252,80.977212,Gram Shivaji Nagar,Ward 8,Lucknow Block 1,Public Health Engineering Department (PHED),Registered Contractor V-149 Pvt Ltd,2026-06-23,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0131,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Bus Stand",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-05-25,2024-07-08,2024-08-18,2024-12-15,2024-12-09,COMPLETED,1742000.0,1742000.0,1763267.5,100.0,100.0,26.245905,72.94832,Gram Ram Mandir,Ward 26,Jodhpur Block 6,Zila Parishad Engineering Wing,Registered Contractor V-155 Pvt Ltd,2024-12-02,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0132,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Sinking of Deep Borewell with Overhead Storage Tank near Market Yard,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-02-04,2024-04-02,2024-04-18,2024-09-12,,IN_PROGRESS,745000.0,745000.0,453705.0,67.2,60.9,25.364306,82.914282,Gram Gandhi Park,Ward 7,Varanasi Block 1,Public Works Department (PWD) Rural,Registered Contractor V-109 Pvt Ltd,2026-07-18,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0133,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 34",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-06-05,2024-08-02,2024-09-10,2025-03-05,,IN_PROGRESS,564000.0,564000.0,250980.0,39.2,44.5,21.159242,79.087056,Gram Govt Hospital,Ward 2,Nagpur Block 5,Zila Parishad Engineering Wing,Registered Contractor V-141 Pvt Ltd,2026-07-20,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0134,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-07,2024-05-21,2024-06-30,2024-12-04,2024-12-15,COMPLETED,702000.0,702000.0,672225.61,100.0,100.0,21.142681,79.042544,Gram Kisan Mandi,Ward 18,Nagpur Block 4,Public Health Engineering Department (PHED),Registered Contractor V-107 Pvt Ltd,2024-11-19,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0135,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of Community Welfare Center at Primary Health Center,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-08-31,2024-09-23,2024-10-25,2025-03-16,,IN_PROGRESS,2615000.0,2615000.0,1511470.0,46.7,57.8,18.481856,73.873769,Gram Main Chauraha,Ward 15,Pune Block 3,Public Works Department (PWD) Rural,Registered Contractor V-160 Pvt Ltd,2026-06-15,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0136,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,Construction of Cement Concrete Lane in Ward No. 31,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-06-30,2024-08-27,2024-09-30,2025-01-03,,IN_PROGRESS,1539000.0,1539000.0,795663.0,35.6,51.7,26.902226,75.859228,Gram Govt Hospital,Ward 30,Jaipur Block 1,District Urban Development Agency (DUDA),Registered Contractor V-149 Pvt Ltd,2026-05-26,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0137,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of Cement Concrete Lane in Ward No. 25,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-06,2024-09-02,2024-10-09,2025-02-02,,IN_PROGRESS,1443000.0,1443000.0,532467.0,39.4,36.9,18.504766,73.840052,Gram Govt Hospital,Ward 9,Pune Block 3,Public Health Engineering Department (PHED),Registered Contractor V-132 Pvt Ltd,2026-08-01,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0138,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Laying of Interlocking Tile Road at Govt Hospital Sector 2,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-08-31,2024-10-03,2024-10-29,2025-03-08,,IN_PROGRESS,1563000.0,1563000.0,858087.0,58.8,54.9,26.827134,80.896007,Gram Ambedkar Nagar,Ward 24,Lucknow Block 4,Public Health Engineering Department (PHED),Registered Contractor V-141 Pvt Ltd,2026-08-06,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0139,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Construction of Community RO Water Filtration Plant at Shivaji Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-16,2024-06-11,2024-07-22,2024-11-20,,IN_PROGRESS,741000.0,741000.0,495729.0,64.3,66.9,13.226012,77.495102,Gram Railway Crossing,Ward 6,Bengaluru Rural Block 6,District Urban Development Agency (DUDA),Registered Contractor V-130 Pvt Ltd,2026-08-02,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0140,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Construction of Community RO Water Filtration Plant at Kisan Mandi,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-02-26,2024-04-20,2024-05-25,2024-08-30,,IN_PROGRESS,858000.0,858000.0,594594.0,75.3,69.3,13.225475,77.593011,Gram Panchayat Bhavan,Ward 27,Bengaluru Rural Block 6,Zila Parishad Engineering Wing,Registered Contractor V-163 Pvt Ltd,2026-07-15,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0141,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of Community RO Water Filtration Plant at Ram Mandir,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-05-18,2024-07-06,2024-08-01,2024-11-06,,IN_PROGRESS,684000.0,684000.0,455544.0,65.0,66.6,18.550197,73.834987,Gram Ram Mandir,Ward 1,Pune Block 5,Gram Panchayat Works Division,Registered Contractor V-128 Pvt Ltd,2026-07-26,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0142,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Construction of Cement Concrete Lane in Ward No. 13,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-08-03,2024-09-03,2024-09-21,2025-04-16,2025-04-16,COMPLETED,1364000.0,1364000.0,1361888.94,100.0,100.0,12.316083,76.620245,Gram Navodaya Vidyalaya,Ward 12,Mysuru Block 3,Zila Parishad Engineering Wing,Registered Contractor V-156 Pvt Ltd,2025-04-10,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0143,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Construction of B.R. Ambedkar Community Bhavan near Hanuman Chowk,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-06-02,2024-07-07,2024-08-13,2024-12-09,2025-01-04,COMPLETED,2874000.0,2874000.0,2740842.75,100.0,100.0,25.264568,83.021741,Gram Market Yard,Ward 18,Varanasi Block 4,Public Health Engineering Department (PHED),Registered Contractor V-159 Pvt Ltd,2024-12-05,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0144,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,Construction of Community RO Water Filtration Plant at Bus Stand,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-08-13,2024-09-29,2024-11-03,2025-05-12,2025-05-30,COMPLETED,661000.0,661000.0,687123.17,100.0,100.0,26.903684,75.817099,Gram Govt Hospital,Ward 2,Jaipur Block 1,Gram Panchayat Works Division,Registered Contractor V-164 Pvt Ltd,2025-05-07,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0145,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Construction of Community RO Water Filtration Plant at Ambedkar Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-03-03,2024-04-29,2024-05-18,2024-11-20,,IN_PROGRESS,738000.0,738000.0,592614.0,74.3,80.3,13.331761,77.614185,Gram Shastri Colony,Ward 29,Bengaluru Rural Block 5,District Urban Development Agency (DUDA),Registered Contractor V-103 Pvt Ltd,2026-08-01,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0146,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Installation of Solar Dual Pump Tube Well at Kisan Mandi,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-07-18,2024-08-29,2024-09-14,2024-12-25,,IN_PROGRESS,768000.0,768000.0,561408.0,75.3,73.1,12.262356,76.583174,Gram Shastri Colony,Ward 9,Mysuru Block 4,Gram Panchayat Works Division,Registered Contractor V-165 Pvt Ltd,2026-07-17,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0147,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Construction of Community Welfare Center at Shivaji Nagar,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-04-29,2024-05-30,2024-07-05,2024-12-16,,IN_PROGRESS,2214000.0,2214000.0,704052.0,30.1,31.8,25.291128,82.924121,Gram Govt Hospital,Ward 5,Varanasi Block 4,Zila Parishad Engineering Wing,Registered Contractor V-149 Pvt Ltd,2026-07-16,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0148,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Construction of B.R. Ambedkar Community Bhavan near Market Yard,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-02-02,2024-02-22,2024-04-07,2024-08-14,,IN_PROGRESS,2654000.0,2654000.0,1727754.0,70.7,65.1,21.107946,79.14725,Gram Hanuman Chowk,Ward 1,Nagpur Block 1,District Urban Development Agency (DUDA),Registered Contractor V-114 Pvt Ltd,2026-08-08,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0149,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-08-18,2024-10-01,2024-10-16,2025-02-20,,IN_PROGRESS,656000.0,656000.0,491344.0,71.8,74.9,13.223721,77.626798,Gram Shastri Colony,Ward 13,Bengaluru Rural Block 2,Zila Parishad Engineering Wing,Registered Contractor V-142 Pvt Ltd,2026-07-24,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0150,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,"Development of Multipurpose Cultural Hall, Ward 5",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-02-16,2024-03-11,2024-03-31,2024-08-23,2024-09-07,COMPLETED,2555000.0,2555000.0,2537539.01,100.0,100.0,21.115655,79.141509,Gram Shivaji Nagar,Ward 21,Nagpur Block 4,District Urban Development Agency (DUDA),Registered Contractor V-164 Pvt Ltd,2024-08-12,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0151,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Laying of Interlocking Tile Road at Navodaya Vidyalaya Sector 28,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-01-11,2024-02-25,2024-03-21,2024-10-04,,IN_PROGRESS,1868000.0,1868000.0,1322544.0,73.2,70.8,21.132218,79.064806,Gram Panchayat Bhavan,Ward 10,Nagpur Block 3,Public Works Department (PWD) Rural,Registered Contractor V-139 Pvt Ltd,2026-07-31,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0152,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Construction of B.R. Ambedkar Community Bhavan near Govt Hospital,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-03-31,2024-05-08,2024-06-15,2024-12-10,,IN_PROGRESS,2671000.0,2671000.0,2323770.0,83.1,87.0,21.099962,79.021218,Gram Primary Health Center,Ward 4,Nagpur Block 5,Public Works Department (PWD) Rural,Registered Contractor V-151 Pvt Ltd,2026-07-31,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0153,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Covered Drain Construction from Main Chowk to Panchayat Bhavan,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-07-09,2024-08-11,2024-09-09,2025-03-20,2025-03-31,COMPLETED,622000.0,622000.0,600407.84,100.0,100.0,18.521369,73.861158,Gram Bus Stand,Ward 9,Pune Block 6,Gram Panchayat Works Division,Registered Contractor V-160 Pvt Ltd,2025-03-16,True,True,True,True,True,SYNTHETIC_SIMULATED
